Date,Value
2012-04-11,1113398.8335719
2012-04-10,1168453.421657
2012-04-09,1580081.1034591
2012-04-08,879113.67807743
2012-04-07,407210.86552032
2012-04-06,602873.72479205
2012-04-05,1026300.8462971
2012-04-04,751035.76796431
2012-04-03,759655.14027752
2012-04-02,810177.58860222
2012-04-01,469525.43700262
2012-03-31,958244.84738851
2012-03-30,1093096.4421981
2012-03-29,1067404.0296812
2012-03-28,693995.0946857
2012-03-27,600916.99528657
2012-03-26,423096.02412007
2012-03-25,522493.17442685
2012-03-24,893589.03358708
2012-03-23,931256.27455756
2012-03-22,640130.22117464
2012-03-21,547823.25787301
2012-03-20,496018.0403987
2012-03-19,358260.28453879
2012-03-18,403515.81403704
2012-03-17,506495.49689042
2012-03-16,492599.65383859
2012-03-15,624033.81549566
2012-03-14,460298.91017697
2012-03-13,668177.8347877
2012-03-12,523378.29522193
2012-03-11,352413.02638929
2012-03-10,534069.03332047
2012-03-09,605187.45066837
2012-03-08,413181.35580933
2012-03-07,403618.0324873
2012-03-06,360222.3106289
2012-03-05,437601.31536414
2012-03-04,630240.96748661
2012-03-03,422063.14316453
2012-03-02,731389.39586684
2012-03-01,453115.72377204
2012-02-29,342453.11104284
2012-02-28,386149.32353723
2012-02-27,362452.75827842
2012-02-26,330484.63724301
2012-02-25,523252.13753873
2012-02-24,587906.6797208
2012-02-23,810128.36467026
2012-02-22,628104.85268542
2012-02-21,361327.0687115
2012-02-20,398966.31506092
2012-02-19,471283.48590224
2012-02-18,668757.37948012
2012-02-17,1128149.1380225
2012-02-16,1710441.0607435
2012-02-15,1218761.5890871
2012-02-14,1272718.1898879
2012-02-13,336255.74384475
2012-02-12,444742.95845499
2012-02-11,364050.07960958
2012-02-10,300669.72903922
2012-02-09,275427.67793644
2012-02-08,302182.06523632
2012-02-07,335635.54058806
2012-02-06,312114.62859066
2012-02-05,347978.20791923
2012-02-04,398931.84124586
2012-02-03,365576.37499324
2012-02-02,426235.60731314
2012-02-01,413291.78317752
2012-01-31,319873.15297964
2012-01-30,340079.48046303
2012-01-29,328587.8400612
2012-01-28,272882.33696174
2012-01-27,388447.88116141
2012-01-26,443244.82851045
2012-01-25,410275.47372068
2012-01-24,321695.27989982
2012-01-23,287869.4625229
2012-01-22,303898.40644631
2012-01-21,307719.91856605
2012-01-20,391788.68491994
2012-01-19,359155.56728809
2012-01-18,448003.80164776
2012-01-17,398498.28501808
2012-01-16,406064.28407924
2012-01-15,279850.69159111
2012-01-14,368949.36280618
2012-01-13,439298.71457815
2012-01-12,311617.95550665
2012-01-11,451444.26569025
2012-01-10,375302.00310149
2012-01-09,442394.95163018
2012-01-08,330587.82283007
2012-01-07,393041.11152173
2012-01-06,622080.99429794
2012-01-05,673601.09456313
2012-01-04,338482.00512655
2012-01-03,244250.93758415
2012-01-02,295186.11897749
2012-01-01,303512.40839252
2011-12-31,288894.5290613
2011-12-30,337122.4893073
2011-12-29,451570.14017883
2011-12-28,326037.95918711
2011-12-27,982261.42092252
2011-12-26,383673.99834409
2011-12-25,316815.85351147
2011-12-24,278028.54723136
2011-12-23,293820.11705739
2011-12-22,497996.01928605
2011-12-21,608602.02215894
2011-12-20,487765.0914046
2011-12-19,456568.66961615
2011-12-18,310832.27120766
2011-12-17,427685.75637013
2011-12-16,434633.62439859
2011-12-15,460923.22316667
2011-12-14,414644.02244969
2011-12-13,415686.93006451
2011-12-12,780887.05825689
2011-12-11,908804.14871834
2011-12-10,1146907.3771431
2011-12-09,2578945.7910922
2011-12-08,4750151.4158354
2011-12-07,5591453.6340911
2011-12-06,7369513.0465629
2011-12-05,2092723.785821
2011-12-04,3364466.2961017
2011-12-03,4034195.8193948
2011-12-02,4672086.5900203
2011-12-01,3247186.586286
2011-11-30,5874122.083932
2011-11-29,3011316.7273856
2011-11-28,3976959.6201667
2011-11-27,1799564.6209365
2011-11-26,2154058.3638021
2011-11-25,676349.73159019
2011-11-24,1481015.6715306
2011-11-23,1556254.4919771
2011-11-22,3512090.689488
2011-11-21,1796249.4370988
2011-11-20,1958849.4128774
2011-11-19,4105280.9054241
2011-11-18,5136996.5808225
2011-11-17,2858886.1969079
2011-11-16,1877613.011453
2011-11-15,385370.90300242
2011-11-14,312461.38901936
2011-11-13,275344.19986511
2011-11-12,259102.75594698
2011-11-11,333985.95273213
2011-11-10,389487.38027173
2011-11-09,1193440.3325814
2011-11-08,864461.93636117
2011-11-07,234510.82498327
2011-11-06,242378.31255399
2011-11-05,368120.79160048
2011-11-04,346464.87446563
2011-11-03,357650.87797677
2011-11-02,403170.84734981
2011-11-01,671779.7136368
2011-10-31,226517.56370052
2011-10-30,217988.15433804
2011-10-29,467306.39522421
2011-10-28,464194.27827208
2011-10-27,616114.90927664
2011-10-26,354289.43380952
2011-10-25,354032.32127971
2011-10-24,417449.30142066
2011-10-23,557222.73154969
2011-10-22,615136.93486706
2011-10-21,446049.83181568
2011-10-20,321171.85058621
2011-10-19,274846.11257359
2011-10-18,406424.71515182
2011-10-17,451457.18933889
2011-10-16,233069.90018821
2011-10-15,402600.00181653
2011-10-14,270082.89710321
2011-10-13,306799.87248245
2011-10-12,339241.22864464
2011-10-11,333200.94508534
2011-10-10,296865.67982377
2011-10-09,312208.71131173
2011-10-08,324504.73108524
2011-10-07,466382.16072674
2011-10-06,429374.46692834
2011-10-05,453881.76045128
2011-10-04,371051.0924333
2011-10-03,389637.53095935
2011-10-02,434779.88148882
2011-10-01,310744.49157843
2011-09-30,282245.87271548
2011-09-29,348551.53122501
2011-09-28,390599.56769325
2011-09-27,370803.64678927
2011-09-26,346174.17797009
2011-09-25,238157.24662203
2011-09-24,337969.87981334
2011-09-23,241895.83476631
2011-09-22,314771.65471989
2011-09-21,414519.7516883
2011-09-20,339001.20715756
2011-09-19,341653.53028965
2011-09-18,300685.94184967
2011-09-17,527059.17439911
2011-09-16,535163.4919486
2011-09-15,248417.39397565
2011-09-14,337226.50272447
2011-09-13,341538.86952827
2011-09-12,633133.7236511
2011-09-11,1007931.3489683
2011-09-10,313641.3628087
2011-09-09,414417.27166458
2011-09-08,384196.01489799
2011-09-07,1079147.8937906
2011-09-06,3276984.7071751
2011-09-05,1727494.2926107
2011-09-04,1672147.942377
2011-09-03,241946.11740979
2011-09-02,243024.95201434
2011-09-01,346068.21754144
2011-08-31,267606.55593849
2011-08-30,243490.76451389
2011-08-29,235746.91322785
2011-08-28,196781.45985497
2011-08-27,2731977.8109209
2011-08-26,278481.53072419
2011-08-25,394895.94927148
2011-08-24,552500.41083593
2011-08-23,435943.32250604
2011-08-22,294077.74552045
2011-08-21,237932.12001821
2011-08-20,245694.38589398
2011-08-19,564623.05608305
2011-08-18,429956.36955705
2011-08-17,339782.97715969
2011-08-16,337473.25920617
2011-08-15,348419.19624203
2011-08-14,431809.41758193
2011-08-13,326912.93348801
2011-08-12,350528.30938718
2011-08-11,686891.88485831
2011-08-10,952897.31833246
2011-08-09,2787550.0742108
2011-08-08,775351.59110065
2011-08-07,383287.17238393
2011-08-06,393965.59767807
2011-08-05,443829.86803824
2011-08-04,346382.12820732
2011-08-03,423218.63316667
2011-08-02,541433.95094107
2011-08-01,398551.88542465
2011-07-31,585272.89969091
2011-07-30,374677.14335777
2011-07-29,1609180.8808748
2011-07-28,2869315.9448996
2011-07-27,1008445.9494413
2011-07-26,1233720.0753879
2011-07-25,1478082.6677948
2011-07-24,640016.21976245
2011-07-23,1131999.8921284
2011-07-22,717267.65926814
2011-07-21,1472833.9180247
2011-07-20,2284316.4381734
2011-07-19,3298360.4766386
2011-07-18,1191448.4517247
2011-07-17,1043977.12754
2011-07-16,462605.0695261
2011-07-15,2069623.2039621
2011-07-14,1118040.1268901
2011-07-13,1210875.0801429
2011-07-12,693214.97930164
2011-07-11,1007736.3740373
2011-07-10,3308051.5130295
2011-07-09,1209556.8706613
2011-07-08,351140.0581248
2011-07-07,471109.2656546
2011-07-06,641728.8139477
2011-07-05,339654.71579352
2011-07-04,1503044.1857557
2011-07-03,475146.28043715
2011-07-02,927541.14451999
2011-07-01,1261003.5835795
2011-06-30,1678315.5637115
2011-06-29,5122234.9266519
2011-06-28,4785676.8940436
2011-06-27,2876425.8801291
2011-06-26,6549819.1346
2011-06-25,6997337.3097225
2011-06-24,4528661.4148973
2011-06-23,1682473.3123506
2011-06-22,3232503.7425338
2011-06-21,1307009.0680003
2011-06-20,5015069.7339345
2011-06-19,1301575.1038514
2011-06-18,1375764.2365799
2011-06-17,2938717.2016273
2011-06-16,9235676.4257772
2011-06-15,2041254.3662552
2011-06-14,1555268.1828886
2011-06-13,1307769.2094443
2011-06-12,1875945.1456193
2011-06-11,1390639.1886953
2011-06-10,865325.44278656
2011-06-09,791144.46582666
2011-06-08,682341.04451274
2011-06-07,570308.89521458
2011-06-06,834087.58301972
2011-06-05,486337.05090804
2011-06-04,514581.68119296
2011-06-03,600652.18361553
2011-06-02,330587.28055626
2011-06-01,259862.31124907
2011-05-31,295010.67497691
2011-05-30,262665.65600935
2011-05-29,262939.81169964
2011-05-28,235608.58912113
2011-05-27,596236.98762818
2011-05-26,434392.78245723
2011-05-25,407506.82581371
2011-05-24,332288.15520635
2011-05-23,462051.83584534
2011-05-22,902283.63918706
2011-05-21,694878.54635213
2011-05-20,319316.9882965
2011-05-19,166850.21133084
2011-05-18,187535.9073982
2011-05-17,297603.682606
2011-05-16,207534.75433816
2011-05-15,442071.42975134
2011-05-14,1691796.398847
2011-05-13,467029.43856313
2011-05-12,212128.26227641
2011-05-11,185354.49921801
2011-05-10,566091.44965371
2011-05-09,380676.63275062
2011-05-08,338722.11121039
2011-05-07,299762.89426165
2011-05-06,224152.47623578
2011-05-05,159916.09220795
2011-05-04,305517.58468701
2011-05-03,180504.06479704
2011-05-02,131622.77499311
2011-05-01,203700.34756073
2011-04-30,400623.65248064
2011-04-29,771476.074942
2011-04-28,232588.93735654
2011-04-27,206468.00693187
2011-04-26,146695.90759551
2011-04-25,103284.59349904
2011-04-24,164011.86988469
2011-04-23,136771.9290103
2011-04-22,465318.83550902
2011-04-21,136189.27482482
2011-04-20,5272339.9479234
2011-04-19,2177926.0847055
2011-04-18,132199.67535808
2011-04-17,1376826.7285048
2011-04-16,287525.97637975
2011-04-15,141473.83766464
2011-04-14,126115.71191092
2011-04-13,191554.50993013
2011-04-12,137646.13224008
2011-04-11,85909.93001013
2011-04-10,103251.128
2011-04-09,145607.4084424
2011-04-08,131707.38471206
2011-04-07,122171.95116611
2011-04-06,94074.96789749
2011-04-05,151570.1365222
2011-04-04,127820.08754126
2011-04-03,107196.00132047
2011-04-02,87625.22593758
2011-04-01,90372.37297257
2011-03-31,158393.79237476
2011-03-30,116933.28828523
2011-03-29,126173.7930579
2011-03-28,157029.05181182
2011-03-27,171128.36606391
2011-03-26,408306.66527407
2011-03-25,233298.86114342
2011-03-24,260657.81510658
2011-03-23,222690.26666612
2011-03-22,207804.87184734
2011-03-21,164254.45075109
2011-03-20,122537.4135075
2011-03-19,140795.18534853
2011-03-18,174095.30807883
2011-03-17,174677.6647647
2011-03-16,152458.1538863
2011-03-15,128279.00824549
2011-03-14,212568.10839091
2011-03-13,211035.15112207
2011-03-12,150036.54025556
2011-03-11,370094.69518429
2011-03-10,267187.87251533
2011-03-09,243670.88649305
2011-03-08,163024.8859329
2011-03-07,236085.49203749
2011-03-06,199347.46462115
2011-03-05,198745.64280106
2011-03-04,255314.98936426
2011-03-03,951257.81288828
2011-03-02,1775312.6443839
2011-03-01,996104.82445377
2011-02-28,124226.53785377
2011-02-27,203856.74855151
2011-02-26,187552.79050574
2011-02-25,204983.109152
2011-02-24,219771.56769472
2011-02-23,524405.13332199
2011-02-22,215033.45
2011-02-21,234954.48
